City,Year,Sport,Discipline,Event,Gender,Country,Medal,Players
Athens,2004,Modern Pentathlon,Modern Pentath.,Individual competition,Women,Latvia,Silver,"RUBLEVSKA, Elena"
Athens,2004,Modern Pentathlon,Modern Pentath.,Individual competition,Women,United Kingdom,Bronze,"HARLAND, Georgina"
Athens,2004,Modern Pentathlon,Modern Pentath.,Individual competition,Women,Hungary,Gold,"VOROS, Zsuzsanna"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"HOMMES, Nienke"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"SIEGELAAR, Sarah"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,Australia,Bronze,"FALETIC, Dana"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"WEGMAN, Froukje"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,Italy,Bronze,"PORZIO, Lorenzo"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Ukraine,Bronze,"GRIN, Sergij"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"HANSON, Boden Joseph"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"ALLEN, Wyatt"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Men,Poland,Gold,"SYCZ, Robert"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"NELSON, Lianne"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,United Kingdom,Gold,"CRACKNELL, James"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"AHRENS, Chris"
Athens,2004,Rowing,Rowing,double sculls (2x),Women,New Zealand,Gold,"EVERS-SWINDELL, Georgina"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Men,Poland,Gold,"KUCHARSKI, Tomasz"
Athens,2004,Rowing,Rowing,double sculls (2x),Men,Italy,Bronze,"GALTAROSSA, Rossano"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Men,Greece,Bronze,"POLYMEROS, Vasileios"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"WELCH, Stuart"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"SUSANU, Viorica"
Athens,2004,Rowing,Rowing,pair without coxswain (2-),Women,Belarus,Bronze,"HELAKH, Natallia"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"VERMEULEN, Gijs"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"GEORGESCU, Elena"
Athens,2004,Rowing,Rowing,double sculls (2x),Men,Slovenia,Silver,"SPIK, Luka"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"LIPA, Elisabeta"
Athens,2004,Rowing,Rowing,pair without coxswain (2-),Women,Romania,Gold,"SUSANU, Viorica"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Denmark,Gold,"EBERT, Thomas"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"DIRKMAAT, Megan"
Athens,2004,Rowing,Rowing,single sculls (1x),Women,Germany,Gold,"RUTSCHOW, Katrin"
Athens,2004,Rowing,Rowing,coxless pair (2-),Men,Croatia,Silver,"SKELIN, Sinisa"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Italy,Bronze,"MASCARENHAS, Bruno"
Athens,2004,Rowing,Rowing,single sculls (1x),Men,Bulgaria,Bronze,"YANAKIEV, Ivo"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,United Kingdom,Gold,"PINSENT, Matthew"
Athens,2004,Rowing,Rowing,double sculls (2x),Women,United Kingdom,Bronze,"LAVERICK, Elise"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Women,Romania,Gold,"BURCICA, Constanta"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Italy,Bronze,"AMARANTE, Catello"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Russia,Gold,"SVIRIN, Alekseij"
Athens,2004,Rowing,Rowing,double sculls (2x),Women,New Zealand,Gold,"EVERS-SWINDELL, Caroline"
Athens,2004,Rowing,Rowing,coxless pair (2-),Men,Australia,Gold,"GINN, Drew"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Ukraine,Bronze,"LYKOV, Oleg"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"STEWART, Steve"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,United Kingdom,Silver,"HOUGHTON, Frances"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Denmark,Gold,"EBBESEN, Eskild Balschmidt"
Athens,2004,Rowing,Rowing,coxless pair (2-),Men,Australia,Gold,"TOMKINS, James"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"VAN RUMPT, Annemarieke"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Denmark,Gold,"MOELVIG, Stephan"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"DEKKERS, Hurnet"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"STEWART, Geoff"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Men,France,Silver,"TOURON, Pascal"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Ukraine,Bronze,"BILUSHCHENKO, Sergij"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Russia,Gold,"FEDOROVTSEV, Sergey"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"HOOPMAN, Beau"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Women,Germany,Silver,"REIMER, Daniela"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"JOHNSON, Kate"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Men,France,Silver,"DUFOUR, Frederic"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,United Kingdom,Silver,"FLOOD, Debbie"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Czech Republic,Silver,"JIRKA, David"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,United Kingdom,Silver,"ROMERO, Rebecca"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"WORKEL, Ester"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"SIMON, Diederik"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,Germany,Gold,"BORON, Kathrin"
Athens,2004,Rowing,Rowing,double sculls (2x),Women,Germany,Silver,"OPPELT, Britta"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,United Kingdom,Gold,"WILLIAMS, Steve"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"CHEUNG, Chun Wei"
Athens,2004,Rowing,Rowing,pair without coxswain (2-),Women,Belarus,Bronze,"BICHYK, Yuliya"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Czech Republic,Silver,"KOPRIVA, David"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"DEAKIN, Matt"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Women,Netherlands,Bronze,"VAN EUPEN, Marit"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"KORHOLZ, Laurel"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,Canada,Silver,"HERSCHMILLER, Thomas"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"FLOREA, Rodica"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"BEERY, Dan"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,Canada,Silver,"WETZEL, Jake"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"MAGEE, Samantha"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Ukraine,Bronze,"SHAPOSHNIKOV, Leonid"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"HANSEN, Joseph"
Athens,2004,Rowing,Rowing,pair without coxswain (2-),Women,United Kingdom,Silver,"GRAINGER, Katherine"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,Germany,Gold,"EVERS, Meike"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"WHIPPLE, Mary"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Australia,Silver,"LOFTUS, Glen"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Russia,Gold,"KRAVTSOV, Igor"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,Australia,Bronze,"SATTIN, Rebecca"
Athens,2004,Rowing,Rowing,pair without coxswain (2-),Women,Romania,Gold,"ANDRUNACHE, Georgeta"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Russia,Gold,"SPINEV, Nikolay"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,United Kingdom,Gold,"COODE, Ed"
Athens,2004,Rowing,Rowing,double sculls (2x),Women,United Kingdom,Bronze,"WINCKLESS, Sarah"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"CIPOLLONE, Pete"
Athens,2004,Rowing,Rowing,double sculls (2x),Men,Italy,Bronze,"SARTORI, Alessio"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,Germany,Gold,"LUTZE, Manuela"
Athens,2004,Rowing,Rowing,coxless pair (2-),Men,South Africa,Bronze,"DI CLEMENTE, Ramon"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"MENSCH, Daniel"
Athens,2004,Rowing,Rowing,double sculls (2x),Men,France,Gold,"VIEILLEDENT, Sebastien"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"MCKAY, Mike"
Athens,2004,Rowing,Rowing,single sculls (1x),Women,Bulgaria,Bronze,"NEYKOVA, Rumyana"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Women,Germany,Silver,"BLASBERG, Claudia"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"PAPUC, Ioana"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Women,Romania,Gold,"ALUPEI, Angela"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"BARASCU, Aurica"
Athens,2004,Rowing,Rowing,coxless pair (2-),Men,Croatia,Silver,"SKELIN, Niksa"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"IGNAT, Doina"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"EGGENKAMP, Gerritjan"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Australia,Silver,"EDWARDS, Anthony"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"VELLENGA, Matthijs"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"SZCZUROWSKI, Stefan"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"TANGER, Helen"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,Australia,Bronze,"BRADLEY, Amber"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"VOLPENHEIN, Bryan"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,United Kingdom,Silver,"MOWBRAY, Alison"
Athens,2004,Rowing,Rowing,double sculls (2x),Men,France,Gold,"HARDY, Adrien"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Australia,Silver,"CURETON, Ben"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"DERKSEN, Geert Jan"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"COX, Alison"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"TOON, Michael"
Athens,2004,Rowing,Rowing,pair without coxswain (2-),Women,United Kingdom,Silver,"BISHOP, Cath"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Women,Netherlands,Bronze,"VAN DER KOLK, Kirsten"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"GABRIELS, Jan-Willem"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,Germany,Gold,"EL QALQILI, Kerstin"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,United States,Gold,"READ, Jason"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"DE HAAN, Annemiek"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"DAVIES, Caryn"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Italy,Bronze,"AMITRANO, Salvatore"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Czech Republic,Silver,"HANAK, Jakub"
Athens,2004,Rowing,Rowing,single sculls (1x),Men,Estonia,Silver,"JAANSON, Jueri"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"GAFENCU, Liliana"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Men,Czech Republic,Silver,"KARAS, Tomas"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"RESIDE, Stuart"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Netherlands,Bronze,"SMULDERS, Marlies"
Athens,2004,Rowing,Rowing,single sculls (1x),Women,Belarus,Silver,"KARSTEN, Ekaterina"
Athens,2004,Rowing,Rowing,single sculls (1x),Men,Norway,Gold,"TUFTE, Olaf"
Athens,2004,Rowing,Rowing,double sculls (2x),Men,Slovenia,Silver,"COP, Iztok"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,Romania,Gold,"ANDRUNACHE, Georgeta"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,Italy,Bronze,"DENTALE, Dario"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,Canada,Silver,"BAERG, Cameron"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,Canada,Silver,"WILLIAMS, Barney"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Women,United States,Silver,"MICKELSON, Anna"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,Italy,Bronze,"AGAMENNONI, Luca"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Australia,Silver,"BURGESS, Simon"
Athens,2004,Rowing,Rowing,lightweight double sculls (2x),Men,Greece,Bronze,"SKIATHITIS, Nikolaos"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Netherlands,Silver,"BARTMAN, Michiel"
Athens,2004,Rowing,Rowing,double sculls (2x),Women,Germany,Silver,"WALESKA, Peggy"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Denmark,Gold,"KRISTENSEN, Thor"
Athens,2004,Rowing,Rowing,four without coxswain (4-),Men,Italy,Bronze,"LEONARDO, Raffaello"
Athens,2004,Rowing,Rowing,quadruple sculls without coxswain (4x),Women,Australia,Bronze,"HORE, Kerry"
Athens,2004,Rowing,Rowing,coxless pair (2-),Men,South Africa,Bronze,"CECH, Donovan"
Athens,2004,Rowing,Rowing,lightweight coxless four (4-),Men,Italy,Bronze,"BERTINI, Lorenzo"
Athens,2004,Rowing,Rowing,eight with coxswain (8+),Men,Australia,Bronze,"STEWART, James"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,Ukraine,Silver,"MATEVUSHEVA, Svitlana"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Women,Spain,Silver,"VIA DUFRESNE, Natalia"
Athens,2004,Sailing,Sailing,Tornado - Multihull,Men,Austria,Gold,"HAGARA, Roman"
Athens,2004,Sailing,Sailing,board (Mistral),Women,France,Gold,"MERRET, Faustine"
Athens,2004,Sailing,Sailing,single-handed dinghy (Europe),Women,Denmark,Bronze,"LIVBJERG, Signe"
Athens,2004,Sailing,Sailing,49er - Skiff,Men,Spain,Gold,"MARTINEZ, Iker"
Athens,2004,Sailing,Sailing,Tornado - Multihull,Men,Argentina,Bronze,"LANGE, Santiago"
Athens,2004,Sailing,Sailing,Star - Keelboat,Men,Brazil,Gold,"FERREIRA, Marcelo"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Men,United States,Gold,"FOERSTER, Paul"
Athens,2004,Sailing,Sailing,board (Mistral),Women,China,Silver,"YIN, Jian"
Athens,2004,Sailing,Sailing,board (Mistral),Men,Israel,Gold,"FRIDMAN, Gal"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,Denmark,Bronze,"JENSEN, Dorte O."
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Men,United Kingdom,Silver,"GLANFIELD, Joe"
Athens,2004,Sailing,Sailing,single-handed dinghy open (Laser),Men,Austria,Silver,"GERITZER, Andreas"
Athens,2004,Sailing,Sailing,49er - Skiff,Men,Spain,Gold,"FERNANDEZ, Xavier"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,Denmark,Bronze,"OTZEN, Christina"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Men,United Kingdom,Silver,"ROGERS, Nick"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Men,Japan,Bronze,"SEKI, Kazuto"
Athens,2004,Sailing,Sailing,Star - Keelboat,Men,Brazil,Gold,"GRAEL, Torben"
Athens,2004,Sailing,Sailing,single-handed dinghy (Finn),Men,Spain,Silver,"TRUJILLO, Rafael"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,United Kingdom,Gold,"AYTON, Sarah"
Athens,2004,Sailing,Sailing,49er - Skiff,Men,Ukraine,Silver,"LUKA, Rodion"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,Ukraine,Silver,"KALININA, Ganna"
Athens,2004,Sailing,Sailing,Tornado - Multihull,Men,United States,Silver,"LOVELL, John"
Athens,2004,Sailing,Sailing,Star - Keelboat,Men,Canada,Silver,"WOLFS, Mike"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,United Kingdom,Gold,"ROBERTSON, Shirley"
Athens,2004,Sailing,Sailing,single-handed dinghy (Europe),Women,Czech Republic,Silver,"SMIDOVA, Lenka"
Athens,2004,Sailing,Sailing,board (Mistral),Women,Italy,Bronze,"SENSINI, Alessandra"
Athens,2004,Sailing,Sailing,49er - Skiff,Men,United Kingdom,Bronze,"HISCOCKS, Simon"
Athens,2004,Sailing,Sailing,single-handed dinghy open (Laser),Men,Slovenia,Bronze,"ZBOGAR, Vasilij"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,Denmark,Bronze,"JESPERSEN, Helle"
Athens,2004,Sailing,Sailing,Tornado - Multihull,Men,Argentina,Bronze,"ESPINOLA, Carlos"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,United Kingdom,Gold,"WEBB, Sarah"
Athens,2004,Sailing,Sailing,board (Mistral),Men,Greece,Silver,"KAKLAMANAKIS, Nikolaos"
Athens,2004,Sailing,Sailing,49er - Skiff,Men,Ukraine,Silver,"LEONCHUK, Georgii"
Athens,2004,Sailing,Sailing,single-handed dinghy (Finn),Men,Poland,Bronze,"KUSZNIEREWICZ, Mateusz"
Athens,2004,Sailing,Sailing,Yngling - Keelboat,Women,Ukraine,Silver,"TARAN, Ruslana"
Athens,2004,Sailing,Sailing,Tornado - Multihull,Men,United States,Silver,"OGLETREE, Charlie"
Athens,2004,Sailing,Sailing,Star - Keelboat,Men,France,Bronze,"ROHART, Xavier"
Athens,2004,Sailing,Sailing,single-handed dinghy open (Laser),Men,Brazil,Gold,"SCHEIDT, Robert"
Athens,2004,Sailing,Sailing,single-handed dinghy (Europe),Women,Norway,Gold,"SUNDBY, Siren"
Athens,2004,Sailing,Sailing,board (Mistral),Men,United Kingdom,Bronze,"DEMPSEY, Nick"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Women,Sweden,Bronze,"TORGERSSON, Therese"
Athens,2004,Sailing,Sailing,Star - Keelboat,Men,Canada,Silver,"MACDONALD, Ross"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Women,Greece,Gold,"TSOULFA, Aimilia"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Women,Sweden,Bronze,"ZACHRISSON, Vendela"
Athens,2004,Sailing,Sailing,49er - Skiff,Men,United Kingdom,Bronze,"DRAPER, Chris"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Men,United States,Gold,"BURNHAM, Kevin"
Athens,2004,Sailing,Sailing,Star - Keelboat,Men,France,Bronze,"RAMBEAU, Pascal"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Women,Greece,Gold,"BEKATOROU, Sofia"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Women,Spain,Silver,"AZON, Sandra"
Athens,2004,Sailing,Sailing,single-handed dinghy (Finn),Men,United Kingdom,Gold,"AINSLIE, Ben"
Athens,2004,Sailing,Sailing,470 - Two Person Dinghy,Men,Japan,Bronze,"TODOROKI, Kenjiro"
Athens,2004,Sailing,Sailing,Tornado - Multihull,Men,Austria,Gold,"STEINACHER, Hans Peter"
Athens,2004,Shooting,Shooting,10m air pistol (60 shots),Men,Russia,Bronze,"ISAKOV, Vladimir"
Athens,2004,Shooting,Shooting,double trap (150 targets),Men,China,Bronze,"WANG, Zheng"
Athens,2004,Shooting,Shooting,double trap (150 targets),Men,India,Silver,"RATHORE, Rajyavardhan S."
Athens,2004,Shooting,Shooting,skeet (75 targets),Women,Hungary,Gold,"IGALY, Diana"
Athens,2004,Shooting,Shooting,trap (75 targets),Women,Spain,Silver,"QUINTANAL, Maria"
Athens,2004,Shooting,Shooting,50m rifle 3 positions (3x40 shots),Men,Austria,Bronze,"PLANER, Christian"
Athens,2004,Shooting,Shooting,10m air pistol (40 shots),Women,Bulgaria,Bronze,"GROZDEVA, Maria"
Athens,2004,Shooting,Shooting,50m pistol (60 shots),Men,Russia,Gold,"NESTRUEV, Mikhail"
Athens,2004,Shooting,Shooting,10m air pistol (40 shots),Women,Ukraine,Gold,"KOSTEVYCH, Olena"
Athens,2004,Shooting,Shooting,trap (125 targets),Men,Russia,Gold,"ALIPOV, Alexei"
Athens,2004,Shooting,Shooting,trap (75 targets),Women,"Korea, South",Bronze,"LEE, Bo Na"
Athens,2004,Shooting,Shooting,25m pistol (30+30 shots),Women,Czech Republic,Silver,"HYKOVA, Lenka"
Athens,2004,Shooting,Shooting,50m rifle 3 positions (3x20 shots),Women,China,Bronze,"WANG, Chengyi"
Athens,2004,Shooting,Shooting,50m rifle 3 positions (3x20 shots),Women,Russia,Gold,"GALKINA, Lioubov"
Athens,2004,Shooting,Shooting,10m air pistol (40 shots),Women,Serbia,Silver,"SEKARIC, Jasna"
Athens,2004,Shooting,Shooting,25m pistol (30+30 shots),Women,Bulgaria,Gold,"GROZDEVA, Maria"
Athens,2004,Shooting,Shooting,50m pistol (60 shots),Men,"Korea, South",Silver,"JIN, Jongoh"
Athens,2004,Shooting,Shooting,10m air rifle (60 shots),Men,China,Silver,"LI, Jie"
Athens,2004,Shooting,Shooting,50m pistol (60 shots),Men,"Korea, North",Bronze,"KIM, Jong Su"
Athens,2004,Shooting,Shooting,double trap (120 targets),Women,"Korea, South",Silver,"LEE, Bo Na"
Athens,2004,Shooting,Shooting,double trap (120 targets),Women,United States,Gold,"RHODE, Kimberly"
Athens,2004,Shooting,Shooting,trap (125 targets),Men,Italy,Silver,"PELLIELO, Giovanni"
Athens,2004,Shooting,Shooting,trap (75 targets),Women,Australia,Gold,"BALOGH, Suzanne"
Athens,2004,Shooting,Shooting,10m air rifle (60 shots),Men,Slovakia,Bronze,"GONCI, Jozef"
Athens,2004,Shooting,Shooting,50m rifle 3 positions (3x20 shots),Women,Italy,Silver,"TURISINI, Valentina"
Athens,2004,Shooting,Shooting,10m air rifle (40 shots),Women,Czech Republic,Bronze,"EMMONS, Katerina"
Athens,2004,Shooting,Shooting,skeet (125 targets),Men,Cuba,Bronze,"RODRIGUEZ, Juan Miguel"
Athens,2004,Shooting,Shooting,50m rifle prone (60 shots),Men,Belarus,Bronze,"MARTYNOV, Sergei"
Athens,2004,Shooting,Shooting,25m pistol (30+30 shots),Women,Azerbaijan,Bronze,"ASHUMOVA, Irada"
Athens,2004,Shooting,Shooting,10m air pistol (60 shots),Men,Russia,Silver,"NESTRUEV, Mikhail"
Athens,2004,Shooting,Shooting,10m air rifle (40 shots),Women,Russia,Silver,"GALKINA, Lioubov"
Athens,2004,Shooting,Shooting,10m running target (30+30 shots),Men,Russia,Silver,"BLINOV, Alexander"
Athens,2004,Shooting,Shooting,50m rifle 3 positions (3x40 shots),Men,China,Gold,"JIA, Zhanbo"
Athens,2004,Shooting,Shooting,50m rifle prone (60 shots),Men,Germany,Silver,"LUSCH, Christian"
Athens,2004,Shooting,Shooting,double trap (120 targets),Women,China,Bronze,"GAO, E"
Athens,2004,Shooting,Shooting,10m air pistol (60 shots),Men,China,Gold,"WANG, Yifu"
Athens,2004,Shooting,Shooting,skeet (125 targets),Men,Finland,Silver,"KEMPPAINEN, Marko"
Athens,2004,Shooting,Shooting,25m rapid fire pistol (60 shots),Men,Germany,Gold,"SCHUMANN, Ralf"
Athens,2004,Shooting,Shooting,10m air rifle (40 shots),Women,China,Gold,"DU, Li"
Athens,2004,Shooting,Shooting,25m rapid fire pistol (60 shots),Men,Russia,Bronze,"ALIFIRENKO, Sergei"
Athens,2004,Shooting,Shooting,25m rapid fire pistol (60 shots),Men,Russia,Silver,"POLIAKOV, Sergei"
Athens,2004,Shooting,Shooting,10m running target (30+30 shots),Men,Germany,Gold,"KURZER, Manfred"
Athens,2004,Shooting,Shooting,double trap (150 targets),Men,United Arab Emirates,Gold,"ALMAKTOUM, Shaikh Ahmed"
Athens,2004,Shooting,Shooting,10m running target (30+30 shots),Men,Russia,Bronze,"LYKIN, Dimitri"
Athens,2004,Shooting,Shooting,skeet (75 targets),Women,China,Silver,"WEI, Ning"
Athens,2004,Shooting,Shooting,skeet (125 targets),Men,Italy,Gold,"BENELLI, Andrea"
Athens,2004,Shooting,Shooting,trap (125 targets),Men,Australia,Bronze,"VELLA, Adam"
Athens,2004,Shooting,Shooting,10m air rifle (60 shots),Men,China,Gold,"ZHU, Qinan"
Athens,2004,Shooting,Shooting,50m rifle prone (60 shots),Men,United States,Gold,"EMMONS, Matthew"
Athens,2004,Shooting,Shooting,50m rifle 3 positions (3x40 shots),Men,United States,Silver,"ANTI, Michael"
Athens,2004,Shooting,Shooting,skeet (75 targets),Women,Azerbaijan,Bronze,"MEFTAKHETDINOVA, Zemfira"
Athens,2004,Softball,Softball,softball,Women,Australia,Silver,"WYBORN, Kerry"
Athens,2004,Softball,Softball,softball,Women,United States,Gold,"BERG, Laura"
Athens,2004,Softball,Softball,softball,Women,Australia,Silver,"PORTER, Stacey"
Athens,2004,Softball,Softball,softball,Women,Australia,Silver,"MOSLEY, Tracey"
Athens,2004,Softball,Softball,softball,Women,Japan,Bronze,"INUI, Emi"
Athens,2004,Softball,Softball,softball,Women,Australia,Silver,"EDEBONE, Peta"
Athens,2004,Softball,Softball,softball,Women,United States,Gold,"FERNANDEZ, Lisa"
